2.5,2.5,0,-9.0866e-10,1
7.5,2.5,0,-1.0666e-09,1
12.5,2.5,0,-1.1989e-09,1
17.5,2.5,0,-1.2744e-09,1
22.5,2.5,0,-1.2615e-09,1
27.5,2.5,0,-1.1364e-09,1
32.5,2.5,0,-8.9009e-10,1
37.5,2.5,0,-5.277e-10,1
42.5,2.5,0,-6.2747e-11,1
47.5,2.5,0,4.8997e-10,1
52.5,2.5,0,1.1165e-09,1
57.5,2.5,0,1.7979e-09,1
62.5,2.5,0,2.4994e-09,1
67.5,2.5,0,3.1598e-09,1
72.5,2.5,0,3.6947e-09,1
77.5,2.5,0,4.0184e-09,1
82.5,2.5,0,4.0773e-09,1
87.5,2.5,0,3.8749e-09,1
92.5,2.5,0,3.4714e-09,1
97.5,2.5,0,2.9584e-09,1
2.5,7.5,0,-1.2374e-09,1
7.5,7.5,0,-1.5063e-09,1
12.5,7.5,0,-1.753e-09,1
17.5,7.5,0,-1.9234e-09,1
22.5,7.5,0,-1.9581e-09,1
27.5,7.5,0,-1.8129e-09,1
32.5,7.5,0,-1.4742e-09,1
37.5,7.5,0,-9.5849e-10,1
42.5,7.5,0,-2.9497e-10,1
47.5,7.5,0,4.9325e-10,1
52.5,7.5,0,1.3961e-09,1
57.5,7.5,0,2.4049e-09,1
62.5,7.5,0,3.4851e-09,1
67.5,7.5,0,4.5451e-09,1
72.5,7.5,0,5.4296e-09,1
77.5,7.5,0,5.9641e-09,1
82.5,7.5,0,6.0339e-09,1
87.5,7.5,0,5.6444e-09,1
92.5,7.5,0,4.9209e-09,1
97.5,7.5,0,4.0484e-09,1
2.5,12.5,0,-1.6694e-09,1
7.5,12.5,0,-2.1202e-09,1
12.5,12.5,0,-2.5699e-09,1
17.5,12.5,0,-2.9224e-09,1
22.5,12.5,0,-3.0614e-09,1
27.5,12.5,0,-2.898e-09,1
32.5,12.5,0,-2.4135e-09,1
37.5,12.5,0,-1.6572e-09,1
42.5,12.5,0,-6.994e-10,1
47.5,12.5,0,4.1811e-10,1
52.5,12.5,0,1.6999e-09,1
57.5,12.5,0,3.1748e-09,1
62.5,12.5,0,4.838e-09,1
67.5,12.5,0,6.5675e-09,1
72.5,12.5,0,8.0759e-09,1
77.5,12.5,0,8.9959e-09,1
82.5,12.5,0,9.0765e-09,1
87.5,12.5,0,8.3255e-09,1
92.5,12.5,0,7.0104e-09,1
97.5,12.5,0,5.5154e-09,1
2.5,17.5,0,-2.2131e-09,1
7.5,17.5,0,-2.9556e-09,1
12.5,17.5,0,-3.7637e-09,1
17.5,17.5,0,-4.4676e-09,1
22.5,17.5,0,-4.8283e-09,1
27.5,17.5,0,-4.6516e-09,1
32.5,17.5,0,-3.9136e-09,1
37.5,17.5,0,-2.7562e-09,1
42.5,17.5,0,-1.3542e-09,1
47.5,17.5,0,2.0892e-10,1
52.5,17.5,0,1.9726e-09,1
57.5,17.5,0,4.0581e-09,1
62.5,17.5,0,6.5669e-09,1
